id_day,date,description,death_date,description_lower
11,2024-01-01,"Em Jabloné, na Boémia, actualmente na Chéquia, Santa Zedislava , mãe de família, que prestou grande conforto aos aflitos.",(† 1252),"em jabloné, na boémia, actualmente na chéquia, santa zedislava , mãe de família, que prestou grande conforto aos aflitos."
12,2024-01-01,"Em Gualdo Cattáneo, na Úmbria, actualmente região da Itália, o Beato Hugolino , que viveu como eremita.",(† s. XIV),"em gualdo cattáneo, na úmbria, actualmente região da itália, o beato hugolino , que viveu como eremita."
13,2024-01-01,"Em Roma, São José Maria Tomási , presbítero da Ordem dos Clérigos Regrantes Teatinos e cardeal, que, desejando ardentemente a renovação do culto divino, dedicou quase toda a sua vida à investigação e publicação dos antigos textos e documentos da sagrada Liturgia, assim como à catequese das crianças.",(† 1713),"em roma, são josé maria tomási , presbítero da ordem dos clérigos regrantes teatinos e cardeal, que, desejando ardentemente a renovação do culto divino, dedicou quase toda a sua vida à investigação e publicação dos antigos textos e documentos da sagrada liturgia, assim como à catequese das crianças."
14,2024-01-01,"Em Avrillé, próximo de Angers, na França, os irmãos beatos João e Renato Lego , presbíteros e mártires, que, durante a Revolução Francesa, por se terem recusado a prestar o infame juramento imposto ao clero, foram decapitados na guilhotina.",(† 1794),"em avrillé, próximo de angers, na frança, os irmãos beatos joão e renato lego , presbíteros e mártires, que, durante a revolução francesa, por se terem recusado a prestar o infame juramento imposto ao clero, foram decapitados na guilhotina."
15,2024-01-01,"Em Roma, São Vicente Maria Strámbi , bispo de Macerata e de Tolentino, da Congregação da Paixão, que governou fielmente as dioceses que lhe foram confiadas e, por perseverar na sua fidelidade ao Romano Pontífice, sofreu o exílio.",(† 1824),"em roma, são vicente maria strámbi , bispo de macerata e de tolentino, da congregação da paixão, que governou fielmente as dioceses que lhe foram confiadas e, por perseverar na sua fidelidade ao romano pontífice, sofreu o exílio."
16,2024-01-01,"Em Hasselt, próximo de Maastricht, na Bélgica, o Beato Valentim Paquay , presbítero da Ordem dos Frades Menores, que, na pregação, no ministério da reconciliação e na devoção ao rosário mariano, deu exemplo admirável de caridade cristã, alcançando, em seu espírito de humildade, a mais sublime santidade.",(† 1905),"em hasselt, próximo de maastricht, na bélgica, o beato valentim paquay , presbítero da ordem dos frades menores, que, na pregação, no ministério da reconciliação e na devoção ao rosário mariano, deu exemplo admirável de caridade cristã, alcançando, em seu espírito de humildade, a mais sublime santidade."
17,2024-01-01,"Em L’viv, na Ucrânia, São Segismundo Gorazdowski , presbítero, natural da Polónia, que, animado pelo seu grande amor ao próximo, foi precursor das obras para a defesa da vida, fundou o Instituto das Irmãs de São José e se dedicou de todos os modos possíveis ao cuidado dos pobres e dos abandonados.",(† 1920),"em l’viv, na ucrânia, são segismundo gorazdowski , presbítero, natural da polónia, que, animado pelo seu grande amor ao próximo, foi precursor das obras para a defesa da vida, fundou o instituto das irmãs de são josé e se dedicou de todos os modos possíveis ao cuidado dos pobres e dos abandonados."
18,2024-01-01,"Em Santander, cidade da Cantábria, no litoral da Espanha, o Beato André Gómez Sáez , presbítero da Sociedade Salesiana e mártir, que, durante a perseguição contra a fé, derramou o seu sangue por Cristo.",(† 1937),"em santander, cidade da cantábria, no litoral da espanha, o beato andré gómez sáez , presbítero da sociedade salesiana e mártir, que, durante a perseguição contra a fé, derramou o seu sangue por cristo."
19,2024-01-01,"Em Mirna, na Eslovénia, o Beato Luís Grozde , membro da Acção Católica e mártir, que foi assassinado em ódio à fé sob o regime comunista.",(† 1943),"em mirna, na eslovénia, o beato luís grozde , membro da acção católica e mártir, que foi assassinado em ódio à fé sob o regime comunista."
20,2024-01-01,"No campo de concentração de Dachau, nas proximidades de Munique, cidade da Baviera, na Alemanha, o Beato Mariano Konopinski , presbítero e mártir, natural da Polónia, que, depois de suportar cruéis atrocidades dos médicos, morreu por Cristo Senhor.",(† 1943),"no campo de concentração de dachau, nas proximidades de munique, cidade da baviera, na alemanha, o beato mariano konopinski , presbítero e mártir, natural da polónia, que, depois de suportar cruéis atrocidades dos médicos, morreu por cristo senhor."
1,2024-01-02,"Memória dos santos Basílio Magno e Gregório de Nazianzo , bispos e doutores da Igreja. Basílio , bispo de Cesareia da Capadócia, na Turquia, denominado Magno pela sua doutrina e sabedoria, ensinou aos monges a meditação da Sagrada Escritura e o trabalho na obediência e na caridade fraterna, ordenando a sua vida monástica segundo uma regra que ele próprio compôs. Instruiu os fiéis com excelentes obras escritas e dedicou-se ao cuidado pastoral dos pobres e dos enfermos. Morreu no primeiro dia de Janeiro. Gregório , seu amigo, bispo de Sásima, depois bispo de Constantinopla, finalmente bispo de Nazianzo, também na actual Turquia, defendeu com grande ardor a divindade do Verbo, pelo que foi também chamado o Teólogo. A Igreja alegra-se com a memória conjunta destes grandes santos doutores.",(† c. 379 e 389),"memória dos santos basílio magno e gregório de nazianzo , bispos e doutores da igreja. basílio , bispo de cesareia da capadócia, na turquia, denominado magno pela sua doutrina e sabedoria, ensinou aos monges a meditação da sagrada escritura e o trabalho na obediência e na caridade fraterna, ordenando a sua vida monástica segundo uma regra que ele próprio compôs. instruiu os fiéis com excelentes obras escritas e dedicou-se ao cuidado pastoral dos pobres e dos enfermos. morreu no primeiro dia de janeiro. gregório , seu amigo, bispo de sásima, depois bispo de constantinopla, finalmente bispo de nazianzo, também na actual turquia, defendeu com grande ardor a divindade do verbo, pelo que foi também chamado o teólogo. a igreja alegra-se com a memória conjunta destes grandes santos doutores."
2,2024-01-02,"Em Roma, São Telésforo , papa, que, segundo o testemunho de Santo Ireneu, foi o séptimo bispo sucessor dos Apóstolos e sofreu glorioso martírio.",(† c. 136),"em roma, são telésforo , papa, que, segundo o testemunho de santo ireneu, foi o séptimo bispo sucessor dos apóstolos e sofreu glorioso martírio."
3,2024-01-02,"No território de Córi, a trinta milhas da cidade de Roma, os santos Argeu , Narciso e Marcelino , mártires.",(† s. IV),"no território de córi, a trinta milhas da cidade de roma, os santos argeu , narciso e marcelino , mártires."
4,2024-01-02,"Em Marselha, cidade da Provença, na actual França, São Teodoro , bispo, que, por se ter empenhado em estabelecer a disciplina eclesiástica, foi perseguido pelos reis Childeberto e Gontrano, que o mandaram três vezes para o exílio.",(† 594),"em marselha, cidade da provença, na actual frança, são teodoro , bispo, que, por se ter empenhado em estabelecer a disciplina eclesiástica, foi perseguido pelos reis childeberto e gontrano, que o mandaram três vezes para o exílio."
5,2024-01-02,"No mosteiro de Bóbbio, na Emília, actual Emília-Romanha, região da Itália, São Bladolfo , presbítero e monge, discípulo de São Columbano.",(† c. 630),"no mosteiro de bóbbio, na emília, actual emília-romanha, região da itália, são bladolfo , presbítero e monge, discípulo de são columbano."
6,2024-01-02,"Em Milão, na Lombardia, também na Itália, São João Bom , bispo, que restaurou a sede episcopal desta cidade, precedentemente transferida para Génova por causa dos Lombardos. Pela sua fé e boas obras agradou a Deus e aos homens.",(† c. 660),"em milão, na lombardia, também na itália, são joão bom , bispo, que restaurou a sede episcopal desta cidade, precedentemente transferida para génova por causa dos lombardos. pela sua fé e boas obras agradou a deus e aos homens."
7,2024-01-02,"No território de Tulle, na Aquitânia, na actual França, São Vicenciano , eremita.",(† 672),"no território de tulle, na aquitânia, na actual frança, são vicenciano , eremita."
8,2024-01-02,"Em Limerick, na Irlanda, São Mainquino , que é venerado como bispo.",(† s. VII),"em limerick, na irlanda, são mainquino , que é venerado como bispo."
9,2024-01-02,"No mosteiro de Corbie, na Gália Ambianense, actualmente na França, Santo Adalardo , abade, que tudo fez para que cada um tivesse o suficiente, isto é, nem gozassem do supérfluo nem vivessem na penúria, mas todos se dedicassem diligentemente ao louvor de Deus.",(† 826),"no mosteiro de corbie, na gália ambianense, actualmente na frança, santo adalardo , abade, que tudo fez para que cada um tivesse o suficiente, isto é, nem gozassem do supérfluo nem vivessem na penúria, mas todos se dedicassem diligentemente ao louvor de deus."
10,2024-01-02,"Em Maurienne, na Sabóia, actualmente também na França, Santo Airaldo , bispo, que, tanto na solidão de Portes como na sede episcopal de Maurienne, associou à prudência e governo pastoral a austeridade e os costumes cartusianos.",(† 1146),"em maurienne, na sabóia, actualmente também na frança, santo airaldo , bispo, que, tanto na solidão de portes como na sede episcopal de maurienne, associou à prudência e governo pastoral a austeridade e os costumes cartusianos."
11,2024-01-02,"Em Troína, na Sicília, região da Itália, São Silvestre , abade, que seguiu a disciplina dos Padres orientais.",(† s. XII),"em troína, na sicília, região da itália, são silvestre , abade, que seguiu a disciplina dos padres orientais."
12,2024-01-02,"Em Forli, na Emília, na Itália, o Beato Marcolino Ammáni , presbítero da Ordem dos Pregadores, que, tanto no silêncio e na solidão, como no serviço dos pobres e no cuidado das crianças, passou toda a sua vida na mais humilde simplicidade.",(† 1397),"em forli, na emília, na itália, o beato marcolino ammáni , presbítero da ordem dos pregadores, que, tanto no silêncio e na solidão, como no serviço dos pobres e no cuidado das crianças, passou toda a sua vida na mais humilde simplicidade."
13,2024-01-02,"Em Soncino, na Lombardia, também na Itália, a Beata Estefânia Quinzáni , virgem, irmã da Ordem Terceira de São Domingos, que se dedicou intensamente à contemplação da paixão do Senhor e à formação cristã das jovens.",(† 1530),"em soncino, na lombardia, também na itália, a beata estefânia quinzáni , virgem, irmã da ordem terceira de são domingos, que se dedicou intensamente à contemplação da paixão do senhor e à formação cristã das jovens."
14,2024-01-02,"Em Angers, na França, os beatos Guilherme Repin e Lourenço Batard , presbíteros e mártires, que, durante a Revolução Francesa, foram decapitados por causa da sua fidelidade à Igreja.",(† 1794),"em angers, na frança, os beatos guilherme repin e lourenço batard , presbíteros e mártires, que, durante a revolução francesa, foram decapitados por causa da sua fidelidade à igreja."
15,2024-01-02,"Em Lachine, cidade do Quebec, província do Canadá, a Beata Maria Ana (Maria Ester) Soureau-Blondin , virgem, que, embora sem instrução na sua juventude, fundou a Congregação das Irmãs de Santa Ana para formação dos filhos dos agricultores, dando sempre nesse ministério um exemplo insigne de educadora da juventude.",(† 1890),"em lachine, cidade do quebec, província do canadá, a beata maria ana (maria ester) soureau-blondin , virgem, que, embora sem instrução na sua juventude, fundou a congregação das irmãs de santa ana para formação dos filhos dos agricultores, dando sempre nesse ministério um exemplo insigne de educadora da juventude."
1,2024-01-03,"O Santíssimo Nome de Jesus , o único nome ao qual tudo o que há nos céus, na terra e nos abismos se ajoelha, para glória de Deus Pai.",,"o santíssimo nome de jesus , o único nome ao qual tudo o que há nos céus, na terra e nos abismos se ajoelha, para glória de deus pai."
2,2024-01-03,"Em Roma, no cemitério de Calisto, junto à Via Ápia, o sepultamento de Santo Antero , papa, que, num breve pontificado, sucedeu ao mártir Ponciano.",(† 236),"em roma, no cemitério de calisto, junto à via ápia, o sepultamento de santo antero , papa, que, num breve pontificado, sucedeu ao mártir ponciano."
3,2024-01-03,"Em Nicomédia, na Bitínia, na actual Turquia, os santos Teopento e Teonas , que sofreram o martírio durante a perseguição de Diocleciano.",(† 304),"em nicomédia, na bitínia, na actual turquia, os santos teopento e teonas , que sofreram o martírio durante a perseguição de diocleciano."
4,2024-01-03,"Em Cesareia da Capadócia, também na actual Turquia, o centurião São Górdio , mártir, que São Basílio louva como verdadeiro émulo do centurião que estava junto à Cruz, porque, durante a perseguição do imperador Diocleciano, professou a fé em Jesus, Filho de Deus.",(† 304),"em cesareia da capadócia, também na actual turquia, o centurião são górdio , mártir, que são basílio louva como verdadeiro émulo do centurião que estava junto à cruz, porque, durante a perseguição do imperador diocleciano, professou a fé em jesus, filho de deus."
5,2024-01-03,"Em Pádua, no actual Véneto, região da Itália, a comemoração de São Daniel , diácono e mártir.",(† c. 304),"em pádua, no actual véneto, região da itália, a comemoração de são daniel , diácono e mártir."
6,2024-01-03,"Em Pário, no Helesponto, na actual Turquia, São Teógenes , mártir, que, recrutado como soldado no tempo do imperador Licínio, recusando-se a prestar o serviço militar por causa da sua fé cristã, foi encarcerado, torturado e finalmente afogado no mar.",(† 320),"em pário, no helesponto, na actual turquia, são teógenes , mártir, que, recrutado como soldado no tempo do imperador licínio, recusando-se a prestar o serviço militar por causa da sua fé cristã, foi encarcerado, torturado e finalmente afogado no mar."
7,2024-01-03,"Em Vienne, na Gália Lionense, na actual França, São Florêncio , bispo, que tomou parte no Concílio celebrado em Valence.",(† d. 377),"em vienne, na gália lionense, na actual frança, são florêncio , bispo, que tomou parte no concílio celebrado em valence."
8,2024-01-03,"Em Paris, na Gália, actualmente também na França, o sepultamento de Santa Genoveva , virgem, natural de Nanterre, que, aos quinze anos, por conselho de São Germano, bispo de Auxerre, tomou o véu das virgens consagradas. Confortou os habitantes da cidade, aterrados pela incursão dos Hunos, e sustentou os seus concidadãos em tempo de fome.",(† c. 500),"em paris, na gália, actualmente também na frança, o sepultamento de santa genoveva , virgem, natural de nanterre, que, aos quinze anos, por conselho de são germano, bispo de auxerre, tomou o véu das virgens consagradas. confortou os habitantes da cidade, aterrados pela incursão dos hunos, e sustentou os seus concidadãos em tempo de fome."
9,2024-01-03,"Em Lentíni, na Sicília, região da Itália, São Luciano , bispo.",(† s. VIII/IX),"em lentíni, na sicília, região da itália, são luciano , bispo."
10,2024-01-03,"No mosteiro de Mannaman, no Kérala, estado da Índia, São Ciríaco Elias Chavara , presbítero, fundador da Congregação dos Irmãos Carmelitas de Maria Imaculada.",(† 1871),"no mosteiro de mannaman, no kérala, estado da índia, são ciríaco elias chavara , presbítero, fundador da congregação dos irmãos carmelitas de maria imaculada."
1,2024-01-04,"Na Mésia, no território actualmente compreendido entre a Roménia e a Bulgária, os santos Hermes e Caio , mártires, o primeiro em Arcer, o segundo em Vidin.",(† s. IV),"na mésia, no território actualmente compreendido entre a roménia e a bulgária, os santos hermes e caio , mártires, o primeiro em arcer, o segundo em vidin."
2,2024-01-04,"Em Dijon, na Borgonha, actualmente na França, São Gregório , que, depois ter sido conde na região de Autun durante muitos anos, foi ordenado bispo de Langres.",(† 539/540),"em dijon, na borgonha, actualmente na frança, são gregório , que, depois ter sido conde na região de autun durante muitos anos, foi ordenado bispo de langres."
3,2024-01-04,"Em Uzès, na Gália Narbonense, São Ferréolo , bispo, que escreveu uma regra para monges e, tendo sido mandado para o exílio por inveja, três anos depois foi reconhecido como verdadeiro homem de Deus e voltou com grande alegria para junto do seu povo.",(† 581),"em uzès, na gália narbonense, são ferréolo , bispo, que escreveu uma regra para monges e, tendo sido mandado para o exílio por inveja, três anos depois foi reconhecido como verdadeiro homem de deus e voltou com grande alegria para junto do seu povo."
4,2024-01-04,"Em Meaux, na Nêustria, também na actual França, São Rigomero , bispo.",(† s. VI),"em meaux, na nêustria, também na actual frança, são rigomero , bispo."
5,2024-01-04,"Em Reims, também na Nêustria, São Rigoberto , bispo, que, expulso, contra as normas canónicas, da sua sede episcopal por Carlos Martel, rei dos Francos, passou o resto da vida em obscura humildade.",(† c. 743),"em reims, também na nêustria, são rigoberto , bispo, que, expulso, contra as normas canónicas, da sua sede episcopal por carlos martel, rei dos francos, passou o resto da vida em obscura humildade."
6,2024-01-04,"Em Bruay-sur-l’Escaut, próximo de Valenciennes, no território de Artois da Nêustria, também na actual França, Santa Faraílde , viúva, que, obrigada a contrair matrimónio com um homem violento, abraçou até à sua velhice uma vida de oração e austeridade.",(† c. 745),"em bruay-sur-l’escaut, próximo de valenciennes, no território de artois da nêustria, também na actual frança, santa faraílde , viúva, que, obrigada a contrair matrimónio com um homem violento, abraçou até à sua velhice uma vida de oração e austeridade."
7,2024-01-04,"Em Foligno, na Úmbria, região da Itália, Santa Ângela , que, depois da morte do esposo e dos filhos, seguindo os passos de São Francisco, se consagrou inteiramente a Deus e escreveu num livro as experiências extraordinárias da sua vida mística.",(† 1309),"em foligno, na úmbria, região da itália, santa ângela , que, depois da morte do esposo e dos filhos, seguindo os passos de são francisco, se consagrou inteiramente a deus e escreveu num livro as experiências extraordinárias da sua vida mística."
8,2024-01-04,"Em Santa Croce sull’Arno, na Etrúria, actualmente na Toscana, região da Itália, a Beata Cristiana (Oringa) Menabuoi , virgem, que fundou um mosteiro com a regra de Santo Agostinho.",(† 1310),"em santa croce sull’arno, na etrúria, actualmente na toscana, região da itália, a beata cristiana (oringa) menabuoi , virgem, que fundou um mosteiro com a regra de santo agostinho."
9,2024-01-04,"Em Durham, na Inglaterra, o Beato Tomás Plumtree , presbítero e mártir, que, no reinado de Isabel I, foi condenado à morte pela sua fidelidade à Igreja católica e, depois de ter afirmado corajosamente, diante do patíbulo, que preferia dar a vida a cair na apostasia, foi enforcado.",(† 1570),"em durham, na inglaterra, o beato tomás plumtree , presbítero e mártir, que, no reinado de isabel i, foi condenado à morte pela sua fidelidade à igreja católica e, depois de ter afirmado corajosamente, diante do patíbulo, que preferia dar a vida a cair na apostasia, foi enforcado."
10,2024-01-04,"Em Emmetsburg, cidade de Maryland, nos Estados Unidos da América do Norte, Santa Isabel Ana Seton , que, ao ficar viúva, professou a fé católica e se entregou com grande diligência à formação das adolescentes e ao cuidado das crianças pobres com a Congregação das Irmãs da Caridade de São José, por ela mesma fundada.",(† 1821),"em emmetsburg, cidade de maryland, nos estados unidos da américa do norte, santa isabel ana seton , que, ao ficar viúva, professou a fé católica e se entregou com grande diligência à formação das adolescentes e ao cuidado das crianças pobres com a congregação das irmãs da caridade de são josé, por ela mesma fundada."
11,2024-01-04,"Em Madrid, na Espanha, São Manuel González Garcia , bispo, que foi um exímio pastor segundo o coração do Senhor. Promoveu com a maior diligência a difusão do culto da Santíssima Eucaristia e fundou a Congregação das Irmãs Missionárias de Nazaré.",(† 1940),"em madrid, na espanha, são manuel gonzález garcia , bispo, que foi um exímio pastor segundo o coração do senhor. promoveu com a maior diligência a difusão do culto da santíssima eucaristia e fundou a congregação das irmãs missionárias de nazaré."
1,2024-01-05,"Em Alexandria, no Egipto, Santa Sinclética , que, segundo a tradição, seguiu a vida eremítica.",(† s. IV),"em alexandria, no egipto, santa sinclética , que, segundo a tradição, seguiu a vida eremítica."
2,2024-01-05,"Em Cartago, na actual Tunísia, São Deográcias , bispo, que resgatou muitos cativos trazidos da cidade de Roma pelos Vândalos, abrigando-os em duas amplas basílicas preparadas com pequenos leitos e esteiras.",(† 457/458),"em cartago, na actual tunísia, são deográcias , bispo, que resgatou muitos cativos trazidos da cidade de roma pelos vândalos, abrigando-os em duas amplas basílicas preparadas com pequenos leitos e esteiras."
3,2024-01-05,"Em Roma, a comemoração de Santa Emiliana , virgem, tia paterna de São Gregório Magno, que, pouco depois da sua irmã Tarsila, partiu deste mundo ao encontro do Senhor.",(† s. VI),"em roma, a comemoração de santa emiliana , virgem, tia paterna de são gregório magno, que, pouco depois da sua irmã tarsila, partiu deste mundo ao encontro do senhor."
4,2024-01-05,"Na Bretanha Menor, região da actual França, São Convoião , abade, que fundou em Redon o mosteiro de São Salvador, onde, sob a sua direcção e seguindo a Regra de São Bento, floresceu uma pléiade de monges insignes pela sua grande piedade; destruído o seu cenóbio pelos Normandos, construiu um novo mosteiro em Saint-Maxent-de-Plélan, onde faleceu octogenário.",(† 868),"na bretanha menor, região da actual frança, são convoião , abade, que fundou em redon o mosteiro de são salvador, onde, sob a sua direcção e seguindo a regra de são bento, floresceu uma pléiade de monges insignes pela sua grande piedade; destruído o seu cenóbio pelos normandos, construiu um novo mosteiro em saint-maxent-de-plélan, onde faleceu octogenário."
5,2024-01-05,"Em Londres, na Inglaterra, Santo Eduardo o Confessor , que, sendo rei dos Ingleses, muito estimado pelo povo por causa da sua exímia caridade, conseguiu estabelecer a paz no seu reino e promoveu tenazmente a comunhão com a Sé Apostólica.",(† 1066),"em londres, na inglaterra, santo eduardo o confessor , que, sendo rei dos ingleses, muito estimado pelo povo por causa da sua exímia caridade, conseguiu estabelecer a paz no seu reino e promoveu tenazmente a comunhão com a sé apostólica."
6,2024-01-05,"Próximo de Walkenberg, na região de Limburgo, na actual Holanda, São Gerlac , eremita, insigne pelo seu auxílio aos pobres.",(† 1165),"próximo de walkenberg, na região de limburgo, na actual holanda, são gerlac , eremita, insigne pelo seu auxílio aos pobres."
7,2024-01-05,"Em Tódi, na Úmbria, região da Itália, o Beato Rogério , presbítero da Ordem dos Frades Menores, que foi discípulo de São Francisco e seu fervoroso imitador.",(† 1237),"em tódi, na úmbria, região da itália, o beato rogério , presbítero da ordem dos frades menores, que foi discípulo de são francisco e seu fervoroso imitador."
8,2024-01-05,"Em Angers, na França, os beatos Francisco Peltier , Tiago Ledoyen e Pedro Tessier , presbíteros e mártires, que durante a Revolução Francesa, foram degolados por permanecerem fiéis ao seu sacerdócio.",(† 1794),"em angers, na frança, os beatos francisco peltier , tiago ledoyen e pedro tessier , presbíteros e mártires, que durante a revolução francesa, foram degolados por permanecerem fiéis ao seu sacerdócio."
9,2024-01-05,"Em Filadélfia, na Pensilvânia, nos Estados Unidos da América do Norte, São João Nepomuceno Neumann , bispo, da Congregação do Santíssimo Redentor, que prestou grande auxílio aos imigrantes pobres com meios materiais, providentes conselhos e admirável caridade e se dedicou com muita solicitude à formação cristã das crianças.",(† 1860),"em filadélfia, na pensilvânia, nos estados unidos da américa do norte, são joão nepomuceno neumann , bispo, da congregação do santíssimo redentor, que prestou grande auxílio aos imigrantes pobres com meios materiais, providentes conselhos e admirável caridade e se dedicou com muita solicitude à formação cristã das crianças."
10,2024-01-05,"Em Génova, na Itália, a Beata Maria Repetto , virgem, das Irmãs de Nossa Senhora do Refúgio no Monte Calvário, que, oculta aos olhos do mundo, foi notável na sua actividade para confortar os aflitos e fortalecer os vacilantes na esperança da salvação.",(† 1890),"em génova, na itália, a beata maria repetto , virgem, das irmãs de nossa senhora do refúgio no monte calvário, que, oculta aos olhos do mundo, foi notável na sua actividade para confortar os aflitos e fortalecer os vacilantes na esperança da salvação."
11,2024-01-05,"Em Dublin, na Irlanda, São Carlos de Santo André (João André) Houben , presbítero da Congregação da Paixão, zeloso ministro do sacramento da Penitência.",(† 1893),"em dublin, na irlanda, são carlos de santo andré (joão andré) houben , presbítero da congregação da paixão, zeloso ministro do sacramento da penitência."
12,2024-01-05,"Em Jazlowice, cidade da Ucrânia, a Beata Marcelina Darowska , que, depois do falecimento do esposo e do filho primogénito, se consagrou ao Senhor e, sempre solícita pela dignidade da família, fundou a Congregação das Irmãs da Imaculada Virgem Santa Maria, destinada à formação das jovens.",(† 1911),"em jazlowice, cidade da ucrânia, a beata marcelina darowska , que, depois do falecimento do esposo e do filho primogénito, se consagrou ao senhor e, sempre solícita pela dignidade da família, fundou a congregação das irmãs da imaculada virgem santa maria, destinada à formação das jovens."
13,2024-01-05,"Em Spoleto, na Itália, o Beato Pedro Bonílli , presbítero, fundador do Instituto das Irmãs da Sagrada Família, destinado à educação e auxílio das jovens indigentes e dos órfãos.",(† 1935),"em spoleto, na itália, o beato pedro bonílli , presbítero, fundador do instituto das irmãs da sagrada família, destinado à educação e auxílio das jovens indigentes e dos órfãos."
14,2024-01-05,"Em Saragoça, na Espanha, Santa Genoveva Torres Morales , virgem, que, tendo sofrido já desde a infância a aspereza da vida e a adversidade da doença, fundou o Instituto das Irmãs do Sacratíssimo Coração de Jesus e dos Anjos, destinada ao auxílio das mulheres.",(† 1956),"em saragoça, na espanha, santa genoveva torres morales , virgem, que, tendo sofrido já desde a infância a aspereza da vida e a adversidade da doença, fundou o instituto das irmãs do sacratíssimo coração de jesus e dos anjos, destinada ao auxílio das mulheres."
1,2024-01-06,"Solenidade da Epifania do Senhor , na qual se celebra a tríplice manifestação do nosso grande Deus e Senhor, Jesus Cristo: em Belém, o Menino Jesus foi adorado pelos magos; no Jordão, Jesus foi baptizado por João Baptista, ungido pelo Espírito Santo e chamado Filho de Deus Pai; em Caná da Galileia, numa festa de núpcias, transformando a água em vinho, Jesus manifestou a sua glória. Em Portugal esta solenidade celebra-se no domingo entre 2 e 8 deste mês.",,"solenidade da epifania do senhor , na qual se celebra a tríplice manifestação do nosso grande deus e senhor, jesus cristo: em belém, o menino jesus foi adorado pelos magos; no jordão, jesus foi baptizado por joão baptista, ungido pelo espírito santo e chamado filho de deus pai; em caná da galileia, numa festa de núpcias, transformando a água em vinho, jesus manifestou a sua glória. em portugal esta solenidade celebra-se no domingo entre 2 e 8 deste mês."
2,2024-01-06,"Em Antínoo, na Tebaida, região do Egipto, os santos Julião e Basilissa , mártires.",(† s. IV),"em antínoo, na tebaida, região do egipto, os santos julião e basilissa , mártires."
3,2024-01-06,"Em Nantes, na Bretanha Menor, região da actual França, São Félix , bispo, que deu testemunho insigne de zelo apostólico ao serviço dos seus concidadãos, construiu a igreja catedral e evangelizou com intenso ardor as populações rurais.",(† 582),"em nantes, na bretanha menor, região da actual frança, são félix , bispo, que deu testemunho insigne de zelo apostólico ao serviço dos seus concidadãos, construiu a igreja catedral e evangelizou com intenso ardor as populações rurais."
4,2024-01-06,"Em Würzburg, na Francónia, São Macário , abade, que foi o primeiro prelado do mosteiro dos Escoceses nesta cidade.",(† 1153),"em würzburg, na francónia, são macário , abade, que foi o primeiro prelado do mosteiro dos escoceses nesta cidade."
5,2024-01-06,"Em Barcelona, na Catalunha, região da Espanha, São Raimundo de Penhaforte , cuja memória se celebra no dia seguinte.",(† 1275),"em barcelona, na catalunha, região da espanha, são raimundo de penhaforte , cuja memória se celebra no dia seguinte."
6,2024-01-06,"Em Famagusta, na ilha de Chipre, o passamento de São Pedro Tomás , bispo de Constantinopla, da Ordem dos Carmelitas, que exerceu a missão de legado do Romano Pontífice no Oriente.",(† 1366),"em famagusta, na ilha de chipre, o passamento de são pedro tomás , bispo de constantinopla, da ordem dos carmelitas, que exerceu a missão de legado do romano pontífice no oriente."
7,2024-01-06,"Em Fiésole, na Etrúria, actualmente na Toscana, região da Itália, Santo André Corsíni , bispo, da Ordem dos Carmelitas, que se tornou memorável pela sua vida austera e assídua meditação da Sagrada Escritura, reconstruiu os conventos devastados pela peste, governou sabiamente a sua Igreja, prestou auxílio aos pobres e reconciliou os inimigos.",(† 1373),"em fiésole, na etrúria, actualmente na toscana, região da itália, santo andré corsíni , bispo, da ordem dos carmelitas, que se tornou memorável pela sua vida austera e assídua meditação da sagrada escritura, reconstruiu os conventos devastados pela peste, governou sabiamente a sua igreja, prestou auxílio aos pobres e reconciliou os inimigos."
8,2024-01-06,"Em Valência, na Espanha, São João de Ribera , bispo, que exerceu também as funções de vice-rei. Dedicou-se intensamente ao culto da Santíssima Eucaristia, foi grande defensor da verdade católica e instruiu o seu povo com sólidos ensinamentos.",(† 1611),"em valência, na espanha, são joão de ribera , bispo, que exerceu também as funções de vice-rei. dedicou-se intensamente ao culto da santíssima eucaristia, foi grande defensor da verdade católica e instruiu o seu povo com sólidos ensinamentos."
9,2024-01-06,"Em Roma, São Carlos de Sezze , religioso da Ordem dos Frades Menores, que, obrigado desde a infância a procurar o seu sustento, induzia os companheiros à imitação de Cristo e dos Santos e, revestido finalmente com o hábito franciscano, como tanto desejava, se dedicou assiduamente à adoração do Santíssimo Sacramento.",(† 1670),"em roma, são carlos de sezze , religioso da ordem dos frades menores, que, obrigado desde a infância a procurar o seu sustento, induzia os companheiros à imitação de cristo e dos santos e, revestido finalmente com o hábito franciscano, como tanto desejava, se dedicou assiduamente à adoração do santíssimo sacramento."
10,2024-01-06,"Em Casalmedinho, localidade próxima de Viseu, em Portugal, a Beata Rita Amada de Jesus (Rita Lopes Almeida), virgem, que, em tempos difíceis de perseguição religiosa e devassidão de costumes, entre grandes dificuldades e obstáculos fundou o Instituto Jesus Maria José, destinado a recolher e educar meninas pobres e abandonadas, promovendo também com grande diligência a dignidade integral das mulheres.",(† 1913),"em casalmedinho, localidade próxima de viseu, em portugal, a beata rita amada de jesus (rita lopes almeida), virgem, que, em tempos difíceis de perseguição religiosa e devassidão de costumes, entre grandes dificuldades e obstáculos fundou o instituto jesus maria josé, destinado a recolher e educar meninas pobres e abandonadas, promovendo também com grande diligência a dignidade integral das mulheres."
