date,description,death_date
2024-01-07,"<p><strong>10.   </strong>Na floresta próxima de Ringsted, na Dinamarca, São <strong>Canuto</strong> <strong>Lavard</strong>, que, sendo duque de Schleswig, governou com prudência e bondade o principado e fomentou a piedade do seu povo, mas foi assassinado pelos inimigos que invejavam a sua autoridade.</p>",(† 1137)
2024-01-07,"<p><strong>11.   </strong>Em Palermo, na Sicília, hoje região da Itália, o passamento do Beato <strong>Mateus</strong> <strong>Guimerá</strong>, bispo de Agrigento, da Ordem dos Menores, singularmente dedicado ao culto e à exaltação do Santíssimo Nome de Jesus.</p>",(† 1451)
2024-01-07,"<p><strong>12*.   </strong>Em Suzuta, no Japão, o Beato <strong>Ambrósio</strong> <strong>Fernandes</strong>, mártir, que partiu para o Oriente à procura de comércio e lucro, mas, conquistado pelo fervor da vida cristã foi admitido como religioso na Companhia de Jesus e, depois de ter padecido muitas privações, morreu por Cristo no cárcere.</p>",(† 1620)
2024-01-07,"<p><strong>13.   </strong>Em An Bai, localidade do Tonquim, hoje Vietnam, São <strong>José</strong> <strong>Tuân</strong>, mártir, que, sendo pai de família e agricultor, morreu degolado no tempo do imperador Tu Duc, por se ajoelhar e orar diante duma cruz, em vez de a calcar aos pés como lhe tinha sido ordenado.</p>",(† 1862)
2024-01-07,"<p><strong>14.   </strong>Em Liège, na Bélgica, a Beata <strong>Maria Teresa do Sagrado Coração</strong> (Joana Haze), virgem, que fundou a Congregação das Filhas da Cruz, destinada ao serviço dos mais débeis e dos pobres.</p>",(† 1876)
2024-01-08,"<p><strong>1.   </strong>Em Hierápolis, na Frígia, na actual Turquia, Santo <strong>Apolinário</strong>, bispo, que, no tempo do imperador Marco Aurélio, resplandeceu pela sua doutrina e santidade.</p>",(† s. II)
2024-01-08,"<p><strong>2.   </strong>Na Líbia, os santos mártires <strong>Teófilo</strong>, diácono, e <strong>Eládio</strong>, de quem se diz que, depois de dilacerados com pontas agudíssimas, foram finalmente lançados ao fogo.</p>",(† s.c. III)
2024-01-08,"<p><strong>3.   </strong>Em Beauvais, na Gália Bélgica, hoje  na França, os santos <strong>Luciano</strong>, <strong>Maximiano</strong> e <strong>Julião</strong>, mártires.</p>",(† c. 290)
2024-01-08,"<p><strong>4.   </strong>Em Metz, também na Gália Bélgica, São <strong>Paciente</strong>, bispo.</p>",(† s. IV)
2024-01-08,"<p><strong>5.   </strong>No Nórico, junto ao Danúbio, actualmente na Áustria, São <strong>Severino</strong>, presbítero e monge, que, tendo chegado a esta região depois da morte de Átila, chefe dos Hunos, defendeu as populações indefesas, aplacou os mais ferozes, converteu os infiéis, edificou mosteiros e instruiu os mais necessitados de formação religiosa.</p>",(† c. 482)
2024-01-08,"<p><strong>6.   </strong>Em Pavia, na Ligúria, região da Itália, São <strong>Máximo</strong>, bispo.</p>",(† c. 514)
2024-01-08,"<p><strong>7*.   </strong>No mosteiro de Coziba, na Palestina, São <strong>Jorge</strong>, monge e eremita, que vivia recluso toda a semana e orava ao Domingo com os irmãos, com os quais falava sobre as realidades espirituais e a todos dava conselho.</p>",(† c. 614)
2024-01-08,"<p><strong>8*.   </strong>Na região de Aberdeen, na Escócia, São <strong>Natalano</strong>, célebre pela sua caridade para com os pobres.</p>",(† c. 678)
2024-01-08,"<p><strong>9.   </strong>Em Ratisbona, cidade da Baviera, actual região da Alemanha, Santo <strong>Erardo</strong>, natural da Escócia, o qual, no desejo ardente de propagar o Evangelho, partiu para esta região, onde exerceu o ministério episcopal.</p>",(† 707)
2024-01-08,"<p><strong>10*.   </strong>Em Moorsel, no Brabante, na actual Bélgica, Santa <strong>Gudélia</strong>, virgem, que em sua casa se consagrou às obras de caridade e à oração.</p>",(† c. 712)
2024-01-08,"<p><strong>11*.   </strong>Em Cashel, na Irlanda, Santo <strong>Alberto</strong>, bispo, natural da Inglaterra, que durante muito tempo foi peregrino por amor de Cristo.</p>",(† s. c. VIII)
2024-01-08,"<p><strong>12.   </strong>Em Veneza, na Itália, São <strong>Lourenço</strong> <strong>Justiniano</strong>, bispo, que ilustrou esta Igreja com a doutrina da sabedoria eterna.</p>",(† 1456)
2024-01-08,"<p><strong>13*.   </strong>Em Newcastle-on-Tyne, na Inglaterra, o Beato <strong>Eduardo</strong> <strong>Waterson</strong>, presbítero e mártir, que, no reinado de Isabel I, por ter chegado à Inglaterra para exercer o ministério sacerdotal, foi condenado à morte e enforcado no patíbulo.</p>",(† 1593)
2024-01-08,"<p><strong>14♦.   </strong>Em Marola, localidade da província de Vicenza, na Itália, a Beata <strong>Eurósia Fabris Barban</strong>, mãe de família, membro da Ordem Terceira Franciscana.</p>",(† 1932)
2024-01-09,"<p><strong>1.   </strong>Em Ancona, no Piceno, hoje nas Marcas, região da Itália, São <strong>Marcelino</strong>, bispo, que, como escreve o papa São Gregório Magno, com o poder divino salvou do incêndio esta cidade.</p>",(† s. VI)
2024-01-09,"<p><strong>2*.   </strong>Em Cantuária, na Inglaterra, Santo <strong>Adrião</strong>, abade, natural da África, que, vindo de Nápoles, na Campânia, chegou à Inglaterra e, pela sua profunda formação em ciências sagradas e profanas, ensinou a um grande número de discípulos a ciência da salvação.</p>",(† 710)
2024-01-09,"<p><strong>3*.   </strong>Na Escócia, São <strong>Felano</strong>, abade do mosteiro de Santo André, que, insigne pela vida de grande austeridade, viveu na solidão.</p>",(† c. 710)
2024-01-09,"<p><strong>4*.   </strong>No monte Olimpo, na Bitínia, na actual Turquia, Santo <strong>Eustrácio</strong> o Taumaturgo, abade do mosteiro de Abgar.</p>",(† s. IX)
2024-01-09,"<p><strong>5*.   </strong>Em Thénézay, no território de Poitiers, na Aquitânia, actualmente na França, Santo <strong>Honorato</strong> <strong>de</strong> <strong>Buzançais</strong>, mártir, que era negociante de gado e com o seu lucro socorria os pobres; e, ao repreender dois seus empregados pelos furtos que faziam, foi por eles barbaramente assassinado.</p>",(† 1250)
2024-01-09,"<p><strong>6*.   </strong>Em Certaldo, na Etrúria, na actual Toscana, região da Itália, a Beata <strong>Júlia della Rena</strong>, da Ordem Terceira de Santo Agostinho, que viveu reclusa só para Deus numa pequena cela junto da igreja.</p>",(† 1367)
2024-01-09,"<p><strong>7*.   </strong>Em Ancona, no Piceno, hoje nas Marcas, região da Itália, o Beato <strong>António Fatáti</strong>, bispo, que exerceu com grande prudência e serenidade todas as missões que lhe foram confiadas pelos Pontífices Romanos, e foi sempre austero para consigo, mas magnânimo para com os pobres.</p>",(† 1484)
2024-01-09,"<p><strong>8*.   </strong>Em Nancy, na França, a Beata <strong>Maria Teresa de Jesus</strong> (Alice Le Clerc), virgem, que, fundou com São Pedro Fourier a Congregação das Canonisas Regulares de Nossa Senhora, sob a Regra de Santo Agostinho, destinada à formação das jovens.</p>",(† 1622)
2024-01-09,"<p><strong>9.   </strong>Em Seul, Coreia, as santas mártires <strong>Agueda</strong> <strong>Yi</strong>, virgem, cujos pais receberam também a coroa do martírio, e <strong>Teresa</strong> <strong>Kim</strong>, viúva, que, depois de cruelmente flageladas no cárcere pela sua fé em Cristo, ambas morreram degoladas.</p>",(† 1840)
2024-01-09,"<p><strong>10*.   </strong>Perto de Munique, cidade da Baviera, na Alemanha, no campo de concentração de Dachau, os beatos <strong>José Pawlowski</strong> e <strong>Casimiro Grelewski</strong>, presbíteros e mártires, que, em tempo da guerra, deportados da Polónia invadida pelos perseguidores, terminaram o seu martírio com o suplício da forca.</p>",(† 1942)
2024-01-10,"<p>Beato <strong>Gonçalo de Amarante</strong>, presbítero de Braga, que, depois de longa peregrinação à Terra Santa, entrou na Ordem dos Pregadores e finalmente se retirou para um ermo; fez construir uma ponte e ajudou muito os habitantes do lugar com a sua oração e pregação.</p>
<p> </p>",(† c. 1259)
2024-01-10,"<p><strong>2.   </strong>Em Roma, no cemitério de Calisto, junto à Via Ápia, São <strong>Milcíades</strong>, papa, oriundo da África, que conheceu a paz da Igreja restabelecida pelo imperador Constantino e, sendo vítima dos ataques dos donatistas, actuou com grande prudência para alcançar a concórdia.</p>",(† 314)
2024-01-10,"<p><strong>3.   </strong>Na Tebaida, região do Egipto, São <strong>Paulo</strong>, eremita, que abraçou a vida monástica desde os seus princípios.</p>",(† s. IV)
2024-01-10,"<p><strong>4.   </strong>Em Nissa, na Capadócia, hoje Vedsehir, na actual Turquia, São <strong>Gregório</strong>, bispo, irmão de São Basílio Magno, insigne pela sua vida e doutrina, que, por ter proclamado a verdadeira fé, foi expulso da sua cidade no tempo do imperador ariano Valente.</p>",(† a. 400)
2024-01-10,"<p><strong>5.   </strong>Em Jerusalém, São <strong>João</strong>, bispo, que, em tempo da controvérsia sobre a verdadeira doutrina, trabalhou arduamente pela fé católica e pela paz da Igreja.</p>",(† 417)
2024-01-10,"<p><strong>6*.   </strong>Em Die, no território de Vienne, actualmente na França, São <strong>Petrónio</strong>, bispo, que anteriormente seguira a vida monástica na ilha de Lérins.</p>",(† d. 463)
2024-01-10,"<p><strong>7.   </strong>Em Constantinopla, hoje Istambul, na Turquia, São <strong>Marciano</strong>, presbítero, que se empenhou com extraordinária diligência em ornamentar as igrejas e socorrer os pobres.</p>",(† 471)
2024-01-10,"<p><strong>8*.   </strong>Em Limoges, cidade da Aquitânia, actualmente na França, São <strong>Valério</strong>, que abraçou a vida solitária. </p>",(† s. VI)
2024-01-10,"<p><strong>9*.   </strong>Em Melitene, na antiga Arménia, São <strong>Domiciano</strong>, bispo, que trabalhou intensamente pela conversão dos Persas.</p>",(† c. 602)
2024-01-10,"<p><strong>10.   </strong>Em Roma, junto de São Pedro, o sepultamento de Santo <strong>Agatão</strong>, papa, que confirmou a integridade da fé contra os erros do monotelismo e promoveu sínodos para fortalecer a unidade da Igreja.</p>",(† 681)
2024-01-10,"<p><strong>11*.   </strong>No território de Viviers, ao longo do Ródano, na França, Santo <strong>Arcôncio</strong>, bispo.                        </p>",(† c. 740-745)
2024-01-10,"<p><strong>12.   </strong>No mosteiro de Cusan, nos montes Pireneus, São <strong>Pedro Urséolo</strong>, que depois de ter sido doge de Veneza se fez monge; foi célebre pela sua piedade e austeridade e passou a vida num ermo próximo do mosteiro.</p>",(† c. 987/988)
2024-01-10,"<p><strong>13*.   </strong>No mosteiro de Cava de’ Tirréni, na Campânia, hoje região da Itália, o Beato <strong>Benincasa</strong>, abade, que enviou cem dos seus monges à Sicília para ocupar o cenóbio de Monreale recentemente fundado.</p>",(† 1194)
2024-01-10,"<p><strong>14.   </strong>Em Bourges, na Aquitânia, região da França, São <strong>Guilherme</strong>, bispo, que, aspirando ardentemente à vida de solidão e meditação, foi monge cisterciense em Pontigny, depois abade em Chalis e finalmente bispo da Igreja de Bourges; mas nunca abrandou a austeridade da vida monástica e distinguiu-se pela sua caridade para com o clero, os cativos e os indigentes.</p>",(† 1209)
2024-01-10,"<p><strong>15*.   </strong>Em Arezzo, na Etrúria, actualmente na Toscana, região da Itália, o passamento do Beato <strong>Gregório X</strong>, papa, que, sendo arcediago de Liège, foi eleito para a cadeira de Pedro: favoreceu de todos os modos a comunhão com os Gregos e, para promover a conciliação entre os cristãos e recuperar a Terra Santa, convocou o segundo Concílio Ecuménico de Lião.</p>",(† 1276)
2024-01-10,"<p><strong>16*.   </strong>Em Lorenzana, na Lucânia, na actual Basilicata, região da Itália, o Beato <strong>Egídio</strong> (Bernardino di Bello), religioso da Ordem dos Frades Menores, que viveu recluso numa gruta.</p>",(† 1518)
2024-01-10,"<p><strong>17*.   </strong>Em Arequipa, no Peru, a Beata <strong>Ana dos Anjos Monteagudo</strong>, virgem da Ordem dos Pregadores, que com o dom do conselho e da profecia promoveu o bem de toda a cidade.</p>",(† 1686)
2024-01-10,"<p><strong>18*.   </strong>Em Perúgia, na Itália, Santa <strong>Francisca de Sales</strong> (Leónia) <strong>Aviat</strong>, virgem, que se dedicou com amor materno e generosa solicitude à promoção da juventude e instituiu as Oblatas de São Francisco de Sales.</p>",(† 1914)
2024-01-10,"<p><strong>19*.   </strong>Em Madrid, na Espanha, a Beata <strong>Maria das Dores Rodríguez Sopeña</strong>, virgem, a qual, dando eminente testemunho de caridade cristã, se aproximou dos mais abandonados da sociedade do seu tempo, especialmente nos subúrbios das grandes cidades, e fundou o Instituto das Damas Catequistas e a Obra da Doutrina, para anunciar o Evangelho e promover os pobres e os operários nas questões sociais.</p>",(† 1918)
2024-01-11,"<p><strong>1.   </strong>Em Roma, Santo <strong>Higino</strong>, papa, o oitavo a ocupar a Cátedra de São Pedro.</p>",(† 142)
2024-01-11,"<p><strong>2.   </strong>Na África Setentrional, São <strong>Sálvio</strong>, mártir, em cuja festa Santo Agostinho fez um sermão ao povo de Cartago.</p>",(† c. s. III)
2024-01-11,"<p><strong>3.   </strong>Em Tigava, na Mauritânia, na actual Argélia, São <strong>Tipásio</strong>, mártir, que, chamado ao exército como soldado veterano, por se ter recusado a sacrificar aos deuses foi degolado.</p>",(† 297/298)
2024-01-11,"<p><strong>4.   </strong>Em Cesareia da Palestina, São <strong>Pedro</strong>, denominado <strong>Apselamo</strong> <em>ou</em> <strong>Bálsamo</strong>, mártir, que, no tempo do imperador Maximino, instado repetidamente pelo governador e por todos os circunstantes a que poupasse a sua juventude, não atendeu a tais exortações e, abrasado no fogo como ouro puríssimo, deu corajoso testemunho da sua fé em Cristo.</p>",(† 309)
2024-01-11,"<p><strong>5.   </strong>Em Brindes, na Apúlia, região da Itália, São <strong>Lêucio</strong>, venerado como o primeiro bispo desta cidade.</p>",(† s. IV)
2024-01-11,"<p><strong>6.   </strong>Em Pavia, na Ligúria, igualmente região da Itália, a trasladação de Santa <strong>Honorata</strong>, virgem consagrada a Deus, irmã de Santo Epifânio, bispo.</p>",(† s. V)
2024-01-11,"<p><strong>7.   </strong>Num ermo da Judeia, São <strong>Teodósio</strong>, cenobiarca, amigo de São Sabas, que após longo tempo de vida solitária, acolheu muitos discípulos e praticou vida comunitária nos mosteiros por ele construídos, até que, depois de ter passado muitas tribulações pela defesa da fé católica, já centenário descansou na paz de Cristo.</p>",(† 529)
2024-01-11,"<p><strong>8*.   </strong>Em Cividale del Friúli, na Venécia, hoje Friúli-Venézia Giúlia, região da Itália, São <strong>Paulino</strong>, bispo de Aquileia, que se empenhou na conversão dos Ávaros e dos Eslovenos e dedicou ao rei Carlos Magno um célebre poema sobre a Regra da fé.</p>",(† 802)
2024-01-11,"<p><strong>9*.   </strong>Em Catânia, na Sicília, também região da Itália, o Beato <strong>Bernardo Scammaca</strong>, presbítero da Ordem dos Pregadores, que se distinguiu especialmente pelas suas obras de misericórdia em favor dos pobres e dos enfermos.</p>",(† 1487)
2024-01-11,"<p><strong>10*.   </strong>Em Londres, na Inglaterra, o Beato <strong>Guilherme</strong> <strong>Carter</strong>, mártir, que era homem casado e, no tempo da rainha Isabel I, por ter publicado um tratado sobre o cisma, foi suspenso na forca de Tyburn e cruelmente dilacerado.</p>",(† 1584)
2024-01-11,"<p><strong>11♦.</strong>   Em Yatsushiro, no Japão, os beatos <strong>João Hattori Jingoro</strong> e seu filho<strong> Pedro Hattori</strong>, juntamente com <strong>Miguel Mitsuishi </strong>e seu filho <strong>Tomé Mitsuishi</strong>, mártires.</p>",(† 1609)
2024-01-11,"<p><strong>12*.   </strong>Em Bélegra, localidade do Lácio, região da Itália, São<strong> Tomás de Córi</strong> (Francisco António Plácido), presbítero da Ordem dos Frades Menores, célebre pela sua pregação e vida austera e também pela fundação de ermitérios.</p>",(† 1729)
